connection	op	table	params
virtual-397	MERGE	txn0	163	163	"1"	"1"
virtual-395	MERGE	txn0	162	162	"5"	"5"
virtual-393	MERGE	txn2	161	161	"2"	"2"
virtual-393	MERGE	txn0	162	162	"4"	"4"
virtual-396	MERGE	txn0	162	162	"7"	"7"
virtual-397	MERGE	txn2	161	161	"3"	"3"
virtual-398	SELECT	txn0	163
virtual-399	MERGE	txn0	163	163	"3"	"3"
virtual-394	MERGE	txn0	160	160	"3"	"3"
virtual-397	MERGE	txn0	160	160	"4"	"4"
virtual-398	MERGE	txn0	163	163	"2"	"2"
virtual-396	MERGE	txn0	162	162	"8"	"8"
virtual-399	SELECT	txn0	160
virtual-401	MERGE	txn0	163	163	"4"	"4"
virtual-402	SELECT	txn2	161
virtual-400	SELECT	txn0	163
virtual-401	MERGE	txn0	163	163	"5"	"5"
virtual-403	MERGE	txn0	101	101	"8"	"8"
virtual-405	MERGE	txn0	151	151	"5"	"5"
virtual-404	MERGE	txn0	160	160	"5"	"5"
virtual-403	SELECT	txn0	163
virtual-406	MERGE	txn2	161	161	"4"	"4"
virtual-406	SELECT	txn0	163
virtual-400	SELECT	txn0	151
virtual-403	MERGE	txn0	163	163	"6"	"6"
virtual-405	SELECT	txn2	161
virtual-404	SELECT	txn0	163
virtual-405	SELECT	txn1	123
virtual-408	SELECT	txn0	160
virtual-407	MERGE	txn2	161	161	"5"	"5"
virtual-406	SELECT	txn0	163
virtual-410	MERGE	txn1	164	164	"3"	"3"
virtual-405	MERGE	txn0	163	163	"7"	"7"
virtual-409	MERGE	txn1	164	164	"1"	"1"
virtual-412	SELECT	txn1	165
virtual-411	MERGE	txn1	165	165	"1"	"1"
virtual-406	MERGE	txn0	160	160	"6"	"6"
virtual-409	MERGE	txn1	164	164	"2"	"2"
virtual-411	SELECT	txn1	164
virtual-414	MERGE	txn1	164	164	"5"	"5"
virtual-412	MERGE	txn1	164	164	"4"	"4"
virtual-413	SELECT	txn1	164
virtual-417	MERGE	txn1	165	165	"4"	"4"
virtual-413	MERGE	txn1	123	123	"7"	"7"
virtual-415	SELECT	txn1	164
virtual-415	SELECT	txn1	165
virtual-409	MERGE	txn0	163	163	"8"	"8"
virtual-417	SELECT	txn1	164
virtual-418	SELECT	txn0	160
virtual-413	MERGE	txn1	165	165	"2"	"2"
virtual-416	MERGE	txn1	165	165	"3"	"3"
virtual-418	SELECT	txn1	164
virtual-419	SELECT	txn1	164
virtual-420	MERGE	txn1	165	165	"6"	"6"
virtual-422	SELECT	txn1	165
virtual-421	SELECT	txn1	164
virtual-419	MERGE	txn1	164	164	"6"	"6"
virtual-416	SELECT	txn0	151
virtual-422	MERGE	txn1	164	164	"7"	"7"
virtual-424	MERGE	txn0	166	166	"1"	"1"
virtual-419	MERGE	txn1	165	165	"5"	"5"
virtual-423	MERGE	txn1	165	165	"8"	"8"
virtual-424	SELECT	txn1	165
virtual-421	MERGE	txn1	165	165	"7"	"7"
virtual-425	SELECT	txn1	165
virtual-427	MERGE	txn0	160	160	"7"	"7"
virtual-423	SELECT	txn1	165
virtual-429	MERGE	txn0	167	167	"1"	"1"
virtual-425	SELECT	txn0	151
virtual-426	MERGE	txn1	123	123	"8"	"8"
virtual-428	SELECT	txn1	165
virtual-432	SELECT	txn0	167
virtual-431	SELECT	txn1	164
virtual-432	MERGE	txn2	168	168	"1"	"1"
virtual-430	SELECT	txn0	167
virtual-425	SELECT	txn1	164
virtual-426	SELECT	txn1	165
virtual-431	SELECT	txn2	1
virtual-433	SELECT	txn0	167
virtual-431	MERGE	txn0	160	160	"8"	"8"
virtual-433	MERGE	txn2	168	168	"2"	"2"
virtual-425	MERGE	txn1	164	164	"8"	"8"
virtual-431	SELECT	txn0	160
virtual-430	SELECT	txn0	167
virtual-434	SELECT	txn0	167
virtual-433	SELECT	txn0	167
virtual-433	MERGE	txn2	168	168	"3"	"3"
virtual-430	SELECT	txn1	164
virtual-437	SELECT	txn0	167
virtual-435	SELECT	txn0	167
virtual-438	MERGE	txn2	169	169	"2"	"2"
virtual-436	MERGE	txn0	167	167	"3"	"3"
virtual-435	SELECT	txn0	167
virtual-437	MERGE	txn2	169	169	"1"	"1"
virtual-435	MERGE	txn0	167	167	"2"	"2"
virtual-440	SELECT	txn0	167
virtual-439	SELECT	txn0	167
virtual-442	SELECT	txn0	167
virtual-440	SELECT	txn2	169
virtual-440	MERGE	txn0	167	167	"4"	"4"
virtual-441	MERGE	txn0	151	151	"6"	"6"
virtual-443	SELECT	txn2	169
virtual-440	MERGE	txn2	169	169	"3"	"3"
virtual-441	SELECT	txn0	167
virtual-443	SELECT	txn2	168
virtual-442	MERGE	txn0	167	167	"5"	"5"
virtual-439	SELECT	txn2	168
virtual-447	SELECT	txn2	168
virtual-444	SELECT	txn0	167
virtual-444	SELECT	txn2	169
virtual-447	SELECT	txn0	167
virtual-449	SELECT	txn2	169
virtual-445	SELECT	txn2	169
virtual-448	SELECT	txn0	167
virtual-451	SELECT	txn0	167
virtual-446	SELECT	txn0	151
virtual-449	SELECT	txn2	169
virtual-450	SELECT	txn0	167
virtual-445	SELECT	txn0	167
virtual-452	MERGE	txn0	167	167	"7"	"7"
virtual-451	MERGE	txn0	151	151	"7"	"7"
virtual-449	MERGE	txn2	169	169	"4"	"4"
virtual-446	SELECT	txn0	167
virtual-446	SELECT	txn2	169
virtual-450	MERGE	txn0	167	167	"6"	"6"
virtual-454	MERGE	txn2	168	168	"6"	"6"
virtual-452	SELECT	txn0	167
virtual-451	MERGE	txn2	168	168	"4"	"4"
virtual-452	SELECT	txn0	167
virtual-453	SELECT	txn0	167
virtual-454	MERGE	txn2	168	168	"7"	"7"
virtual-455	SELECT	txn0	151
virtual-454	SELECT	txn0	167
virtual-453	SELECT	txn0	167
virtual-457	MERGE	txn2	171	171	"1"	"1"
virtual-456	MERGE	txn1	170	170	"1"	"1"
virtual-453	MERGE	txn0	167	167	"8"	"8"
virtual-457	SELECT	txn2	171
virtual-455	SELECT	txn2	168
virtual-459	MERGE	txn0	151	151	"8"	"8"
virtual-458	SELECT	txn2	169
virtual-456	SELECT	txn2	169
virtual-456	SELECT	txn0	151
virtual-455	MERGE	txn2	169	169	"5"	"5"
virtual-460	SELECT	txn2	171
virtual-457	SELECT	txn2	169
virtual-460	MERGE	txn2	171	171	"2"	"2"
virtual-459	SELECT	txn2	169
virtual-463	MERGE	txn2	171	171	"4"	"4"
virtual-456	SELECT	txn2	169
virtual-462	SELECT	txn2	171
virtual-462	SELECT	txn1	170
virtual-461	SELECT	txn1	3
virtual-464	MERGE	txn2	168	168	"8"	"8"
virtual-463	SELECT	txn0	151
virtual-465	SELECT	txn2	171
virtual-459	SELECT	txn2	169
virtual-466	MERGE	txn2	171	171	"5"	"5"
virtual-462	SELECT	txn2	171
virtual-461	SELECT	txn2	169
virtual-467	SELECT	txn2	171
virtual-463	SELECT	txn1	3
virtual-467	MERGE	txn2	171	171	"6"	"6"
virtual-461	SELECT	txn2	171
virtual-468	MERGE	txn2	169	169	"6"	"6"
virtual-468	SELECT	txn0	166
virtual-469	MERGE	txn2	171	171	"8"	"8"
virtual-470	SELECT	txn2	169
virtual-469	SELECT	txn2	168
virtual-471	SELECT	txn2	171
virtual-472	SELECT	txn2	172
virtual-468	SELECT	txn2	171
virtual-473	SELECT	txn2	172
virtual-469	SELECT	txn2	169
virtual-472	SELECT	txn2	172
virtual-474	SELECT	txn2	172
virtual-468	MERGE	txn2	171	171	"7"	"7"
virtual-474	SELECT	txn2	169
virtual-476	MERGE	txn2	172	172	"2"	"2"
virtual-473	SELECT	txn2	172
virtual-477	MERGE	txn2	172	172	"3"	"3"
virtual-475	MERGE	txn2	172	172	"1"	"1"
virtual-480	MERGE	txn2	172	172	"5"	"5"
virtual-478	MERGE	txn2	172	172	"4"	"4"
virtual-479	SELECT	txn0	151
virtual-482	MERGE	txn2	172	172	"7"	"7"
virtual-480	MERGE	txn2	169	169	"7"	"7"
virtual-481	SELECT	txn2	172
virtual-484	SELECT	txn1	173
virtual-483	SELECT	txn0	174
virtual-483	MERGE	txn2	172	172	"8"	"8"
virtual-480	SELECT	txn2	172
virtual-485	MERGE	txn0	174	174	"2"	"2"
virtual-484	MERGE	txn1	176	176	"1"	"1"
virtual-481	MERGE	txn2	172	172	"6"	"6"
virtual-485	SELECT	txn1	170
virtual-486	MERGE	txn0	174	174	"3"	"3"
virtual-486	MERGE	txn1	176	176	"3"	"3"
virtual-487	MERGE	txn0	175	175	"1"	"1"
virtual-485	MERGE	txn1	176	176	"2"	"2"
virtual-488	MERGE	txn1	176	176	"4"	"4"
virtual-489	MERGE	txn1	176	176	"5"	"5"
virtual-486	MERGE	txn0	174	174	"4"	"4"
virtual-491	MERGE	txn1	176	176	"6"	"6"
virtual-490	SELECT	txn1	176
virtual-493	MERGE	txn1	176	176	"7"	"7"
virtual-486	SELECT	txn1	176
virtual-490	MERGE	txn1	173	173	"1"	"1"
virtual-496	MERGE	txn0	174	174	"6"	"6"
virtual-494	SELECT	txn1	176
virtual-492	SELECT	txn0	174
virtual-494	SELECT	txn1	176
virtual-497	SELECT	txn0	174
virtual-497	SELECT	txn0	177
virtual-495	MERGE	txn0	174	174	"5"	"5"
virtual-495	SELECT	txn1	176
virtual-494	MERGE	txn1	176	176	"8"	"8"
virtual-501	SELECT	txn0	177
virtual-498	MERGE	txn1	173	173	"2"	"2"
virtual-499	SELECT	txn0	177
virtual-500	MERGE	txn1	170	170	"2"	"2"
virtual-500	MERGE	txn0	177	177	"1"	"1"
virtual-498	SELECT	txn0	177
virtual-499	SELECT	txn0	177
virtual-501	SELECT	txn0	175
virtual-494	SELECT	txn0	174
virtual-500	SELECT	txn0	177
virtual-503	SELECT	txn0	177
virtual-504	MERGE	txn0	177	177	"4"	"4"
virtual-498	SELECT	txn1	173
virtual-501	SELECT	txn0	177
virtual-504	SELECT	txn1	173
virtual-498	MERGE	txn0	174	174	"7"	"7"
virtual-502	MERGE	txn0	177	177	"2"	"2"
virtual-503	SELECT	txn1	173
virtual-504	MERGE	txn0	174	174	"8"	"8"
virtual-505	MERGE	txn0	177	177	"5"	"5"
virtual-503	SELECT	txn0	174
virtual-506	MERGE	txn1	173	173	"3"	"3"
virtual-503	MERGE	txn0	177	177	"3"	"3"
virtual-509	SELECT	txn0	178
virtual-507	MERGE	txn0	177	177	"8"	"8"
virtual-508	MERGE	txn0	175	175	"2"	"2"
virtual-506	MERGE	txn0	177	177	"7"	"7"
virtual-507	MERGE	txn1	173	173	"4"	"4"
virtual-511	SELECT	txn0	175
virtual-511	SELECT	txn0	178
virtual-514	MERGE	txn1	173	173	"6"	"6"
virtual-510	MERGE	txn0	175	175	"3"	"3"
virtual-512	SELECT	txn0	178
virtual-514	SELECT	txn0	179
virtual-513	MERGE	txn1	173	173	"5"	"5"
virtual-510	MERGE	txn0	178	178	"1"	"1"
virtual-516	SELECT	txn0	178
virtual-516	SELECT	txn0	178
virtual-510	SELECT	txn0	175
virtual-517	MERGE	txn0	166	166	"3"	"3"
virtual-514	SELECT	txn0	178
virtual-515	SELECT	txn1	173
virtual-517	SELECT	txn0	178
virtual-514	SELECT	txn0	178
virtual-518	MERGE	txn1	170	170	"3"	"3"
virtual-521	SELECT	txn0	178
virtual-517	MERGE	txn0	178	178	"2"	"2"
virtual-518	MERGE	txn0	178	178	"3"	"3"
virtual-521	SELECT	txn0	166
virtual-519	SELECT	txn0	179
virtual-520	SELECT	txn0	178
virtual-520	MERGE	txn0	179	179	"1"	"1"
virtual-519	MERGE	txn0	178	178	"4"	"4"
virtual-520	SELECT	txn0	178
virtual-522	SELECT	txn0	178
virtual-522	SELECT	txn0	179
virtual-524	SELECT	txn0	178
virtual-523	MERGE	txn0	179	179	"2"	"2"
virtual-526	SELECT	txn1	173
virtual-523	MERGE	txn0	179	179	"3"	"3"
virtual-522	SELECT	txn0	179
virtual-525	MERGE	txn0	178	178	"7"	"7"
virtual-524	MERGE	txn0	178	178	"6"	"6"
virtual-526	SELECT	txn1	173
virtual-522	MERGE	txn0	178	178	"5"	"5"
virtual-527	SELECT	txn0	178
virtual-525	MERGE	txn1	173	173	"7"	"7"
virtual-529	SELECT	txn0	178
virtual-528	MERGE	txn1	173	173	"8"	"8"
virtual-525	MERGE	txn0	175	175	"4"	"4"
virtual-527	SELECT	txn0	179
virtual-530	SELECT	txn0	179
virtual-529	SELECT	txn0	178
virtual-527	SELECT	txn1	170
virtual-527	SELECT	txn0	178
virtual-525	SELECT	txn1	173
virtual-530	MERGE	txn0	179	179	"5"	"5"
virtual-531	SELECT	txn0	181
virtual-532	SELECT	txn0	181
virtual-533	SELECT	txn0	181
virtual-534	MERGE	txn0	181	181	"5"	"5"
virtual-531	MERGE	txn0	181	181	"2"	"2"
virtual-530	SELECT	txn0	181
virtual-535	SELECT	txn2	180
virtual-535	SELECT	txn0	181
virtual-533	MERGE	txn0	181	181	"3"	"3"
virtual-535	SELECT	txn0	181
virtual-530	MERGE	txn0	181	181	"1"	"1"
virtual-537	SELECT	txn0	181
virtual-534	MERGE	txn0	181	181	"6"	"6"
virtual-539	SELECT	txn1	182
virtual-536	SELECT	txn2	180
virtual-534	MERGE	txn0	181	181	"7"	"7"
virtual-534	MERGE	txn0	181	181	"8"	"8"
virtual-538	SELECT	txn1	182
virtual-540	SELECT	txn1	182
virtual-543	MERGE	txn0	179	179	"8"	"8"
virtual-541	MERGE	txn1	182	182	"1"	"1"
virtual-541	SELECT	txn0	179
virtual-536	MERGE	txn0	179	179	"6"	"6"
virtual-542	MERGE	txn0	179	179	"7"	"7"
virtual-538	MERGE	txn2	180	180	"1"	"1"
virtual-538	MERGE	txn0	175	175	"5"	"5"
virtual-543	MERGE	txn1	182	182	"2"	"2"
virtual-546	MERGE	txn1	182	182	"6"	"6"
virtual-538	SELECT	txn0	179
virtual-546	MERGE	txn1	182	182	"7"	"7"
virtual-544	MERGE	txn1	182	182	"3"	"3"
virtual-545	SELECT	txn1	182
virtual-546	MERGE	txn2	180	180	"3"	"3"
virtual-548	SELECT	txn0	166
virtual-547	MERGE	txn1	182	182	"8"	"8"
virtual-545	MERGE	txn1	182	182	"5"	"5"
virtual-549	MERGE	txn0	184	184	"1"	"1"
virtual-548	MERGE	txn1	170	170	"4"	"4"
virtual-549	SELECT	txn0	184
virtual-549	MERGE	txn0	184	184	"2"	"2"
virtual-551	SELECT	txn0	184
virtual-547	MERGE	txn0	183	183	"1"	"1"
virtual-550	MERGE	txn0	184	184	"3"	"3"
virtual-552	MERGE	txn0	184	184	"4"	"4"
virtual-549	SELECT	txn0	183
virtual-547	SELECT	txn2	180
virtual-550	MERGE	txn0	183	183	"3"	"3"
virtual-552	SELECT	txn0	184
virtual-551	MERGE	txn0	175	175	"6"	"6"
virtual-553	MERGE	txn0	183	183	"4"	"4"
virtual-552	SELECT	txn0	183
virtual-547	MERGE	txn0	183	183	"2"	"2"
virtual-554	MERGE	txn0	184	184	"5"	"5"
virtual-553	MERGE	txn2	180	180	"6"	"6"
virtual-551	MERGE	txn2	180	180	"5"	"5"
virtual-555	SELECT	txn0	184
virtual-555	SELECT	txn0	184
virtual-556	SELECT	txn0	184
virtual-557	SELECT	txn0	184
virtual-560	SELECT	txn0	166
virtual-557	MERGE	txn0	184	184	"7"	"7"
virtual-560	SELECT	txn0	184
virtual-559	MERGE	txn0	183	183	"5"	"5"
virtual-558	MERGE	txn0	175	175	"7"	"7"
virtual-560	MERGE	txn0	184	184	"8"	"8"
virtual-556	SELECT	txn0	184
virtual-557	SELECT	txn0	183
virtual-556	SELECT	txn2	180
virtual-558	MERGE	txn2	180	180	"7"	"7"
virtual-559	MERGE	txn0	183	183	"6"	"6"
virtual-562	SELECT	txn0	187
virtual-563	SELECT	txn0	183
virtual-564	SELECT	txn0	186
virtual-559	MERGE	txn2	180	180	"8"	"8"
virtual-561	MERGE	txn0	187	187	"1"	"1"
virtual-563	MERGE	txn0	187	187	"2"	"2"
virtual-556	MERGE	txn0	184	184	"6"	"6"
virtual-564	MERGE	txn0	187	187	"3"	"3"
virtual-564	MERGE	txn0	187	187	"4"	"4"
virtual-563	SELECT	txn0	187
virtual-566	MERGE	txn0	188	188	"1"	"1"
virtual-561	SELECT	txn0	186
virtual-565	MERGE	txn0	187	187	"5"	"5"
virtual-563	MERGE	txn0	183	183	"8"	"8"
virtual-565	SELECT	txn0	175
virtual-566	MERGE	txn0	188	188	"2"	"2"
virtual-567	MERGE	txn0	187	187	"6"	"6"
virtual-561	MERGE	txn0	183	183	"7"	"7"
virtual-569	SELECT	txn0	187
virtual-566	MERGE	txn0	188	188	"3"	"3"
virtual-568	SELECT	txn0	187
virtual-567	MERGE	txn0	188	188	"4"	"4"
virtual-561	SELECT	txn0	183
virtual-569	SELECT	txn0	187
virtual-568	MERGE	txn0	187	187	"7"	"7"
virtual-572	MERGE	txn0	188	188	"6"	"6"
virtual-571	SELECT	txn0	187
virtual-570	MERGE	txn0	188	188	"5"	"5"
virtual-572	MERGE	txn0	188	188	"7"	"7"
virtual-573	SELECT	txn0	186
virtual-574	SELECT	txn0	189
virtual-573	SELECT	txn0	188
virtual-571	MERGE	txn1	170	170	"5"	"5"
virtual-576	MERGE	txn0	189	189	"2"	"2"
virtual-575	SELECT	txn0	189
virtual-574	SELECT	txn0	189
virtual-572	SELECT	txn0	189
virtual-572	SELECT	txn0	188
virtual-574	SELECT	txn0	188
virtual-571	MERGE	txn0	187	187	"8"	"8"
virtual-575	SELECT	txn0	188
virtual-576	MERGE	txn0	189	189	"3"	"3"
virtual-576	MERGE	txn0	189	189	"4"	"4"
virtual-577	SELECT	txn0	189
virtual-571	MERGE	txn0	189	189	"1"	"1"
virtual-578	MERGE	txn0	188	188	"8"	"8"
virtual-576	SELECT	txn0	189
virtual-579	SELECT	txn0	189
virtual-580	MERGE	txn1	170	170	"6"	"6"
virtual-581	SELECT	txn0	188
virtual-582	MERGE	txn0	186	186	"2"	"2"
virtual-583	MERGE	txn0	189	189	"5"	"5"
virtual-579	MERGE	txn0	186	186	"1"	"1"
virtual-580	MERGE	txn0	175	175	"8"	"8"
virtual-580	SELECT	txn0	186
virtual-581	SELECT	txn0	190
virtual-585	MERGE	txn0	189	189	"6"	"6"
virtual-584	SELECT	txn0	186
virtual-584	SELECT	txn0	189
virtual-586	SELECT	txn0	189
virtual-589	MERGE	txn0	190	190	"2"	"2"
virtual-588	SELECT	txn0	189
virtual-586	SELECT	txn0	186
virtual-587	MERGE	txn0	190	190	"1"	"1"
virtual-589	SELECT	txn0	175
virtual-590	SELECT	txn0	186
virtual-586	MERGE	txn0	189	189	"7"	"7"
virtual-591	MERGE	txn1	191	191	"1"	"1"
virtual-592	SELECT	txn0	186
virtual-587	MERGE	txn0	189	189	"8"	"8"
virtual-589	MERGE	txn0	186	186	"3"	"3"
virtual-594	SELECT	txn1	191
virtual-592	SELECT	txn0	190
virtual-591	SELECT	txn1	191
virtual-593	MERGE	txn1	191	191	"2"	"2"
virtual-596	SELECT	txn1	191
virtual-589	SELECT	txn0	186
virtual-595	SELECT	txn1	191
virtual-599	MERGE	txn0	190	190	"5"	"5"
virtual-594	MERGE	txn1	191	191	"3"	"3"
virtual-596	SELECT	txn0	186
virtual-597	SELECT	txn1	191
virtual-601	SELECT	txn0	186
virtual-600	SELECT	txn1	170
virtual-598	SELECT	txn1	191
virtual-596	MERGE	txn0	186	186	"4"	"4"
virtual-597	SELECT	txn0	190
virtual-601	SELECT	txn0	190
virtual-602	SELECT	txn0	186
virtual-598	SELECT	txn0	175
virtual-602	SELECT	txn0	175
virtual-600	SELECT	txn0	190
virtual-597	MERGE	txn1	191	191	"4"	"4"
virtual-603	SELECT	txn1	170
virtual-598	MERGE	txn0	190	190	"4"	"4"
virtual-604	MERGE	txn0	190	190	"6"	"6"
virtual-602	SELECT	txn0	186
virtual-605	SELECT	txn0	190
virtual-597	MERGE	txn0	186	186	"5"	"5"
virtual-606	SELECT	txn1	191
virtual-608	MERGE	txn1	191	191	"7"	"7"
virtual-606	MERGE	txn0	190	190	"8"	"8"
virtual-607	MERGE	txn0	166	166	"4"	"4"
virtual-609	MERGE	txn2	185	185	"1"	"1"
virtual-608	MERGE	txn1	191	191	"8"	"8"
virtual-605	MERGE	txn0	190	190	"7"	"7"
virtual-607	SELECT	txn1	191
virtual-607	MERGE	txn1	191	191	"6"	"6"
virtual-610	MERGE	txn0	166	166	"5"	"5"
virtual-609	SELECT	txn1	191
virtual-612	SELECT	txn1	191
virtual-614	SELECT	txn0	186
virtual-608	SELECT	txn1	191
virtual-611	SELECT	txn0	192
virtual-609	SELECT	txn1	191
virtual-608	MERGE	txn0	192	192	"2"	"2"
virtual-611	MERGE	txn0	192	192	"3"	"3"
virtual-614	MERGE	txn0	192	192	"4"	"4"
virtual-613	SELECT	txn0	192
virtual-613	MERGE	txn1	2	2	"7"	"7"
virtual-615	MERGE	txn0	186	186	"6"	"6"
virtual-616	SELECT	txn0	175
virtual-618	SELECT	txn0	192
virtual-616	MERGE	txn0	193	193	"3"	"3"
virtual-615	MERGE	txn0	193	193	"1"	"1"
virtual-620	MERGE	txn0	192	192	"5"	"5"
virtual-617	MERGE	txn0	193	193	"5"	"5"
virtual-619	SELECT	txn0	194
virtual-616	SELECT	txn0	166
virtual-615	SELECT	txn0	192
virtual-621	MERGE	txn0	193	193	"8"	"8"
virtual-617	MERGE	txn0	193	193	"6"	"6"
virtual-617	MERGE	txn0	194	194	"1"	"1"
virtual-616	MERGE	txn0	193	193	"4"	"4"
virtual-620	SELECT	txn0	193
virtual-622	SELECT	txn1	170
virtual-622	SELECT	txn0	193
virtual-622	SELECT	txn1	195
virtual-620	SELECT	txn0	193
virtual-620	MERGE	txn0	193	193	"7"	"7"
virtual-615	MERGE	txn0	193	193	"2"	"2"
virtual-622	MERGE	txn0	192	192	"6"	"6"
virtual-623	MERGE	txn1	195	195	"1"	"1"
virtual-625	SELECT	txn0	192
virtual-625	SELECT	txn1	195
virtual-624	MERGE	txn1	195	195	"2"	"2"
virtual-627	SELECT	txn1	170
virtual-623	SELECT	txn0	192
virtual-624	SELECT	txn1	195
virtual-625	SELECT	txn1	195
virtual-626	MERGE	txn0	192	192	"7"	"7"
virtual-628	MERGE	txn0	192	192	"8"	"8"
virtual-623	SELECT	txn0	194
virtual-629	MERGE	txn1	195	195	"5"	"5"
virtual-627	SELECT	txn1	195
virtual-628	MERGE	txn1	195	195	"3"	"3"
virtual-624	MERGE	txn0	186	186	"7"	"7"
virtual-624	SELECT	txn1	195
virtual-629	MERGE	txn1	195	195	"6"	"6"
virtual-627	SELECT	txn0	192
virtual-630	SELECT	txn0	192
virtual-632	SELECT	txn1	195
virtual-633	MERGE	txn1	195	195	"8"	"8"
virtual-631	MERGE	txn0	194	194	"2"	"2"
virtual-635	MERGE	txn0	194	194	"3"	"3"
virtual-630	SELECT	txn0	192
virtual-634	SELECT	txn0	196
virtual-633	MERGE	txn0	186	186	"8"	"8"
virtual-637	SELECT	txn0	196
virtual-637	MERGE	txn0	196	196	"1"	"1"
virtual-638	SELECT	txn0	196
virtual-630	MERGE	txn1	195	195	"7"	"7"
virtual-636	SELECT	txn0	194
virtual-633	SELECT	txn0	196
virtual-638	MERGE	txn0	196	196	"2"	"2"
virtual-636	SELECT	txn0	196
virtual-637	SELECT	txn0	192
virtual-633	SELECT	txn0	196
virtual-638	SELECT	txn0	192
virtual-639	SELECT	txn0	196
virtual-640	MERGE	txn2	197	197	"1"	"1"
virtual-637	SELECT	txn0	196
virtual-636	MERGE	txn2	185	185	"2"	"2"
virtual-639	SELECT	txn0	192
virtual-642	MERGE	txn0	198	198	"1"	"1"
virtual-638	SELECT	txn0	196
virtual-641	SELECT	txn0	194
virtual-641	MERGE	txn0	196	196	"3"	"3"
virtual-645	SELECT	txn0	196
virtual-643	MERGE	txn0	196	196	"5"	"5"
virtual-641	MERGE	txn0	196	196	"4"	"4"
virtual-646	SELECT	txn0	196
virtual-644	SELECT	txn0	198
virtual-641	MERGE	txn0	166	166	"6"	"6"
virtual-646	MERGE	txn0	196	196	"7"	"7"
virtual-644	SELECT	txn0	198
virtual-645	MERGE	txn0	196	196	"6"	"6"
virtual-644	SELECT	txn2	197
virtual-647	SELECT	txn0	194
virtual-651	SELECT	txn2	185
virtual-647	MERGE	txn1	170	170	"7"	"7"
virtual-648	SELECT	txn0	194
virtual-650	MERGE	txn0	199	199	"3"	"3"
virtual-652	SELECT	txn0	199
virtual-651	SELECT	txn0	166
virtual-649	SELECT	txn0	199
virtual-649	SELECT	txn0	199
virtual-653	SELECT	txn2	197
virtual-651	SELECT	txn0	199
virtual-648	MERGE	txn0	199	199	"1"	"1"
virtual-655	MERGE	txn0	198	198	"3"	"3"
virtual-650	MERGE	txn0	199	199	"4"	"4"
virtual-648	MERGE	txn0	199	199	"2"	"2"
virtual-650	SELECT	txn0	199
virtual-650	MERGE	txn0	198	198	"2"	"2"
virtual-648	MERGE	txn2	197	197	"2"	"2"
virtual-654	SELECT	txn0	199
virtual-653	SELECT	txn0	199
virtual-656	SELECT	txn0	198
virtual-656	SELECT	txn0	198
virtual-655	SELECT	txn0	199
virtual-656	SELECT	txn0	199
virtual-657	MERGE	txn1	170	170	"8"	"8"
virtual-654	SELECT	txn0	199
virtual-659	SELECT	txn0	199
virtual-653	MERGE	txn0	199	199	"5"	"5"
virtual-658	MERGE	txn0	194	194	"4"	"4"
virtual-654	SELECT	txn0	199
virtual-658	SELECT	txn0	199
virtual-660	SELECT	txn0	198
virtual-658	MERGE	txn0	194	194	"5"	"5"
virtual-654	SELECT	txn0	198
virtual-661	MERGE	txn0	199	199	"8"	"8"
virtual-660	SELECT	txn0	199
virtual-659	MERGE	txn0	199	199	"6"	"6"
virtual-664	SELECT	txn2	200
virtual-662	SELECT	txn2	197
virtual-660	MERGE	txn0	199	199	"7"	"7"
virtual-664	MERGE	txn2	200	200	"1"	"1"
virtual-663	SELECT	txn2	200
virtual-666	MERGE	txn2	200	200	"2"	"2"
virtual-662	SELECT	txn0	199
virtual-665	MERGE	txn0	198	198	"4"	"4"
virtual-666	MERGE	txn0	198	198	"5"	"5"
virtual-662	MERGE	txn2	197	197	"4"	"4"
virtual-667	SELECT	txn2	200
virtual-665	SELECT	txn2	197
virtual-664	SELECT	txn0	198
virtual-668	SELECT	txn0	166
virtual-664	MERGE	txn2	197	197	"5"	"5"
virtual-667	SELECT	txn0	198
virtual-670	MERGE	txn2	200	200	"6"	"6"
virtual-669	MERGE	txn2	200	200	"4"	"4"
virtual-671	MERGE	txn0	198	198	"7"	"7"
virtual-668	SELECT	txn0	198
virtual-669	MERGE	txn2	200	200	"5"	"5"
virtual-667	SELECT	txn2	200
virtual-667	SELECT	txn2	200
virtual-672	SELECT	txn0	198
virtual-670	SELECT	txn2	197
virtual-671	SELECT	txn0	198
virtual-673	SELECT	txn2	200
virtual-670	MERGE	txn0	198	198	"6"	"6"
virtual-675	SELECT	txn0	198
virtual-676	SELECT	txn1	201
virtual-674	SELECT	txn2	200
virtual-671	MERGE	txn0	198	198	"8"	"8"
virtual-676	MERGE	txn2	197	197	"7"	"7"
virtual-674	MERGE	txn2	200	200	"8"	"8"
virtual-675	SELECT	txn0	198
virtual-675	SELECT	txn1	201
virtual-673	SELECT	txn0	194
virtual-677	SELECT	txn0	198
virtual-677	MERGE	txn2	197	197	"8"	"8"
virtual-674	SELECT	txn2	200
virtual-671	MERGE	txn2	197	197	"6"	"6"
virtual-679	SELECT	txn1	201
virtual-676	SELECT	txn2	197
virtual-680	MERGE	txn2	202	202	"1"	"1"
virtual-679	SELECT	txn0	198
virtual-678	SELECT	txn0	198
virtual-673	MERGE	txn2	200	200	"7"	"7"
virtual-682	SELECT	txn2	202
